id, date, time, day, session, trial, tau, ild, itd, ratio, revno, rove, srove, vrove, correct, answer
2002, 2018-03-13, 13:12:45, 1, 3, 16, 4.000, 10.0, 0.000, -10.000000, 0, 10, 6.716063, 2.143719, 1, 1
2002, 2018-03-13, 13:12:48, 1, 3, 17, 4.000, 10.0, 0.000, -15.000000, 0, 10, 0.982849, 6.438355, 0, 0
2002, 2018-03-13, 13:12:50, 1, 3, 18, 4.000, 10.0, 0.000, -15.000000, 5, 10, 8.991977, 9.180903, 0, 1
2002, 2018-03-13, 13:12:53, 1, 3, 19, 4.000, 10.0, 0.000, -10.000000, 0, 10, 5.960108, 6.094704, 1, 1
2002, 2018-03-13, 13:12:55, 1, 3, 20, 4.000, 10.0, 0.000, -10.000000, 6, 10, 2.752938, 7.868040, 0, 0
2002, 2018-03-13, 13:12:57, 1, 3, 21, 4.000, 10.0, 0.000, -13.000000, 0, 10, 9.018599, 8.019115, 1, 1
2002, 2018-03-13, 13:13:00, 1, 3, 22, 4.000, 10.0, 0.000, -13.000000, 0, 10, -3.345751, 9.762226, 1, 1
2002, 2018-03-13, 13:13:02, 1, 3, 23, 4.000, 10.0, 0.000, -16.000000, 0, 10, 7.277550, 4.951450, 0, 0
2002, 2018-03-13, 13:13:04, 1, 3, 24, 4.000, 10.0, 0.000, -16.000000, 0, 10, 1.867300, 1.198774, 0, 0
2002, 2018-03-13, 13:13:07, 1, 3, 25, 4.000, 10.0, 0.000, -19.000000, 0, 10, 6.358130, 8.217263, 0, 0
2002, 2018-03-13, 13:13:09, 1, 3, 26, 4.000, 10.0, 0.000, -19.000000, 0, 10, 1.903517, 7.394161, 0, 0
2002, 2018-03-13, 13:13:12, 1, 3, 27, 4.000, 10.0, 0.000, -22.000000, 0, 10, 9.094926, 0.010943, 1, 1
2002, 2018-03-13, 13:13:14, 1, 3, 28, 4.000, 10.0, 0.000, -22.000000, 7, 10, 2.639340, -1.661908, 0, 1
2002, 2018-03-13, 13:13:16, 1, 3, 29, 4.000, 10.0, 0.000, -19.000000, 0, 10, 2.085928, 3.843308, 1, 0
